empirical_id,country,sex,education,class,occupation,language,citizen,q263_empirical,q130_empirical,q121_empirical,q34_empirical,q63_empirical,q263_model,q130_model,thinking,q263_match,q130_match,valid,raw_response,backend,model,temperature,timestamp
1015,Argentina,woman,secondary education,working class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite good,Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given her working‑class status and lack of employment, she is likely to feel competition for scarce jobs. In Argentina, many working‑class respondents favor limits on immigration to protect local job prospects. She would also almost certainly identify as born in the country.",True,True,True,"{""thinking"":""Given her working‑class status and lack of employment, she is likely to feel competition for scarce jobs. In Argentina, many working‑class respondents favor limits on immigration to protect local job prospects. She would also almost certainly identify as born in the country."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:21:47.856103
1016,Argentina,man,higher education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"A working‑class, higher‑educated Argentine man in sales would likely be wary of job competition yet not fully opposed to immigration, preferring a pragmatic approach that allows foreigners only when there are employment opportunities.",True,False,True,"{""thinking"":""A working‑class, higher‑educated Argentine man in sales would likely be wary of job competition yet not fully opposed to immigration, preferring a pragmatic approach that allows foreigners only when there are employment opportunities."",""Q263"":""I am born in this country"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:21:57.639613
1017,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Born in Argentina and not having ever worked suggests strong local attachment and concern over job competition. With a secondary education and lower middle‑class background, she would likely prefer some control over immigration rather than unrestricted flow. She would not lean toward outright prohibition, but would support limits to protect local opportunities.",True,True,True,"{""thinking"":""Born in Argentina and not having ever worked suggests strong local attachment and concern over job competition. With a secondary education and lower middle‑class background, she would likely prefer some control over immigration rather than unrestricted flow. She would not lean toward outright prohibition, but would support limits to protect local opportunities."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:05.664925
1018,Argentina,man,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is a lower middle class sales worker from Argentina, so it is likely he was born here and is concerned about job competition, favoring a pragmatic approach that allows foreigners only if jobs are available.",True,False,True,"{""thinking"":""The respondent is a lower middle class sales worker from Argentina, so it is likely he was born here and is concerned about job competition, favoring a pragmatic approach that allows foreigners only if jobs are available."",""Q263"":""I am born in this country"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:16.168547
1019,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Do not trust very much,I am born in this country,Place strict limits on the number of foreigners who can come here,"The respondent is a lower‑middle‑class Argentine woman with only secondary schooling and no work experience, so she is likely born locally and may feel that extra foreigners could compete for scarce jobs, leading her to favor some restrictions but not outright prohibition.",True,True,True,"{""thinking"":""The respondent is a lower‑middle‑class Argentine woman with only secondary schooling and no work experience, so she is likely born locally and may feel that extra foreigners could compete for scarce jobs, leading her to favor some restrictions but not outright prohibition."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:23.673617
1020,Argentina,man,secondary education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Neither agree nor disagree,Don't know,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given the respondent’s working‑class background, secondary schooling and sales occupation in Argentina, it is reasonable to assume he is native to the country and that he would favor stricter immigration controls to protect job opportunities for locals.",True,False,True,"{""thinking"":""Given the respondent’s working‑class background, secondary schooling and sales occupation in Argentina, it is reasonable to assume he is native to the country and that he would favor stricter immigration controls to protect job opportunities for locals."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:32.919427
1021,Argentina,woman,higher education,lower middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is a woman from Argentina with higher education but working in a semi-skilled job, which suggests sensitivity to job availability. She is likely to support controlled immigration that ensures employment for locals, rather than unrestricted or strict bans.",True,True,True,"{
  ""thinking"": ""The respondent is a woman from Argentina with higher education but working in a semi-skilled job, which suggests sensitivity to job availability. She is likely to support controlled immigration that ensures employment for locals, rather than unrestricted or strict bans."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:40.642413
1022,Argentina,man,secondary education,working class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a working‑class, unskilled male with secondary education in Argentina, he is likely born locally and would be wary of foreigners taking his jobs, leading him to favor strict limits.",True,False,True,"{
  ""thinking"": ""As a working‑class, unskilled male with secondary education in Argentina, he is likely born locally and would be wary of foreigners taking his jobs, leading him to favor strict limits."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:49.233003
1023,Argentina,man,low education,working class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Trust completely,I am born in this country,Place strict limits on the number of foreigners who can come here,"Given his low education, working‑class status, and unskilled occupation in Argentina, he is likely native and cautious about immigration, favoring limits to protect local jobs.",True,False,True,"{""thinking"":""Given his low education, working‑class status, and unskilled occupation in Argentina, he is likely native and cautious about immigration, favoring limits to protect local jobs."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:22:55.776646
1024,Argentina,woman,higher education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a higher‑educated sales worker from Argentina, she is likely a native and thus would identify as born in the country. Working‑class respondents often worry about job competition from immigrants, so a strict‑limits stance aligns with her probable economic concerns.",True,True,True,"{
  ""thinking"": ""As a higher‑educated sales worker from Argentina, she is likely a native and thus would identify as born in the country. Working‑class respondents often worry about job competition from immigrants, so a strict‑limits stance aligns with her probable economic concerns."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:09.282570
1025,Argentina,woman,higher education,lower middle class,clerical worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite bad,Agree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is a higher‑educated, lower middle‑class Argentine woman working in clerical jobs, likely supportive of controlled immigration that depends on job availability.",True,False,True,"{
  ""thinking"": ""The respondent is a higher‑educated, lower middle‑class Argentine woman working in clerical jobs, likely supportive of controlled immigration that depends on job availability."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:16.759239
1026,Argentina,man,low education,working class,skilled worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Agree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"A low‑educated, working‑class Argentine male who is a skilled worker is most likely native to the country and would view immigration as a potential job threat, favoring strict limits rather than unrestricted entry.",True,True,True,"{""thinking"":""A low‑educated, working‑class Argentine male who is a skilled worker is most likely native to the country and would view immigration as a potential job threat, favoring strict limits rather than unrestricted entry."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:25.855180
1027,Argentina,woman,secondary education,working class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"A working‑class, unskilled female worker in Argentina is likely to identify as a native and view immigration as a threat to local job opportunities, thus favoring strict limits.",True,False,True,"{
  ""thinking"": ""A working‑class, unskilled female worker in Argentina is likely to identify as a native and view immigration as a threat to local job opportunities, thus favoring strict limits."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:35.130906
1028,Argentina,woman,higher education,lower class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Agree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"She is a lower‑class sales worker with higher education, likely born in Argentina; lower‑class workers often fear competition from foreign labor, so she would favor strict limits on immigration for work.",True,True,True,"{""thinking"":""She is a lower‑class sales worker with higher education, likely born in Argentina; lower‑class workers often fear competition from foreign labor, so she would favor strict limits on immigration for work."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:48.224140
1029,Argentina,man,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite bad,Agree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,The respondent is a lower middle‑class Argentine sales worker with secondary education; he is native to the country. Workers in sales in Argentina often feel competition for jobs and therefore are likely to favor strict immigration controls.,True,True,True,"{""thinking"":""The respondent is a lower middle‑class Argentine sales worker with secondary education; he is native to the country. Workers in sales in Argentina often feel competition for jobs and therefore are likely to favor strict immigration controls."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:23:56.531733
1030,Argentina,man,secondary education,lower middle class,higher administrative,Other,Yes,I am an immigrant to this country (born outside this country),Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Do not trust very much,I am born in this country,Let people come as long as there are jobs available,"Born in Argentina, lower middle class, secondary education, higher administrative job; likely supports immigration only if jobs are available.",False,False,True,"{
  ""thinking"": ""Born in Argentina, lower middle class, secondary education, higher administrative job; likely supports immigration only if jobs are available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:03.889172
1031,Argentina,woman,secondary education,lower middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"Born in Argentina, a lower middle class sales worker with secondary education is likely to identify as a native citizen. She would probably support immigration that is tied to job availability, reflecting a pragmatic stance without outright opposition.",True,False,True,"{
  ""thinking"": ""Born in Argentina, a lower middle class sales worker with secondary education is likely to identify as a native citizen. She would probably support immigration that is tied to job availability, reflecting a pragmatic stance without outright opposition."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:09.828838
1032,Argentina,man,higher education,upper middle class,professional or technical worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,Quite good,Neither agree nor disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is a highly educated, upper‑middle class male professional in Argentina, which typically aligns with a pro‑immigration stance that still values job market conditions. He is likely a native Argentine, so his answer to the birth question is straightforward. Regarding foreign workers, such individuals usually support allowing immigration contingent on employment needs, rather than unrestricted or restrictive policies.",True,True,True,"{""thinking"":""The respondent is a highly educated, upper‑middle class male professional in Argentina, which typically aligns with a pro‑immigration stance that still values job market conditions. He is likely a native Argentine, so his answer to the birth question is straightforward. Regarding foreign workers, such individuals usually support allowing immigration contingent on employment needs, rather than unrestricted or restrictive policies."",""Q263"":""I am born in this country"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:21.862174
1033,Argentina,woman,secondary education,lower middle class,unskilled worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"This respondent is an Argentine woman with secondary education and a lower‑middle‑class background, working as an unskilled worker. Such individuals are typically born in Argentina and often view immigration as a threat to scarce jobs, leading them to favor strict limits on foreigners.",True,True,True,"{""thinking"":""This respondent is an Argentine woman with secondary education and a lower‑middle‑class background, working as an unskilled worker. Such individuals are typically born in Argentina and often view immigration as a threat to scarce jobs, leading them to favor strict limits on foreigners."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:28.526094
1034,Argentina,woman,secondary education,upper middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"Born in Argentina, she would likely say she is a native. As an upper‑middle‑class sales worker, she probably supports regulated immigration—allowing workers only when jobs exist.",True,False,True,"{""thinking"":""Born in Argentina, she would likely say she is a native. As an upper‑middle‑class sales worker, she probably supports regulated immigration—allowing workers only when jobs exist."",""Q263"":""I am born in this country"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:34.876750
1035,Argentina,man,secondary education,upper middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Don't know,Don't know,I am born in this country,Let people come as long as there are jobs available,"Born in Argentina, likely a native. Upper middle class, semi-skilled worker, tends to support immigration only if job opportunities exist.",True,True,True,"{
  ""thinking"": ""Born in Argentina, likely a native. Upper middle class, semi-skilled worker, tends to support immigration only if job opportunities exist."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:43.055654
1036,Argentina,woman,secondary education,working class,clerical worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Agree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"The respondent is a working‑class Argentine woman with secondary schooling and a clerical job, so she is likely born in Argentina and probably favors limiting foreign workers to protect local employment.",True,True,True,"{""thinking"":""The respondent is a working‑class Argentine woman with secondary schooling and a clerical job, so she is likely born in Argentina and probably favors limiting foreign workers to protect local employment."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:24:53.174997
1037,Argentina,man,secondary education,upper middle class,sales worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Agree,Trust completely,I am born in this country,Let people come as long as there are jobs available,"The respondent is an Argentine man from the upper middle class with secondary education, working in sales. People in this demographic are typically native-born and hold moderate views on immigration that balance openness with job availability. Thus, he would say he was born here and that foreigners should be allowed to work only if jobs are available.",True,True,True,"{
  ""thinking"": ""The respondent is an Argentine man from the upper middle class with secondary education, working in sales. People in this demographic are typically native-born and hold moderate views on immigration that balance openness with job availability. Thus, he would say he was born here and that foreigners should be allowed to work only if jobs are available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:05.466557
1038,Argentina,woman,secondary education,working class,sales worker,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Quite good,Agree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"The respondent is a working‑class sales worker from Argentina, so she was most likely born there. Her modest education and occupation suggest a pragmatic, but not overly open stance toward immigration, favoring control linked to job availability.",True,False,True,"{""thinking"":""The respondent is a working‑class sales worker from Argentina, so she was most likely born there. Her modest education and occupation suggest a pragmatic, but not overly open stance toward immigration, favoring control linked to job availability."",""Q263"":""I am born in this country"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:13.470378
1039,Argentina,man,secondary education,lower middle class,semi-skilled worker,Spanish; Castilian,Yes,I am born in this country,Let people come as long as there are jobs available,"Neither good, nor bad",Neither agree nor disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"As a lower‑middle‑class, semi‑skilled male worker in Argentina, he is likely a native born in the country. With concerns about job competition and limited resources, he would support tighter controls on immigration.",True,False,True,"{
  ""thinking"": ""As a lower‑middle‑class, semi‑skilled male worker in Argentina, he is likely a native born in the country. With concerns about job competition and limited resources, he would support tighter controls on immigration."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:23.135013
1040,Argentina,woman,higher education,lower middle class,professional or technical worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,Quite good,Disagree,No answer,I am born in this country,Let people come as long as there are jobs available,"As a higher‑educated, lower‑middle‑class Argentine woman working in a professional role, she is likely born in Argentina and supports a pragmatic approach to immigration: allowing newcomers only when jobs are available.",True,False,True,"{
  ""thinking"": ""As a higher‑educated, lower‑middle‑class Argentine woman working in a professional role, she is likely born in Argentina and supports a pragmatic approach to immigration: allowing newcomers only when jobs are available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:30.877831
1041,Argentina,woman,higher education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Place strict limits on the number of foreigners who can come here,"Born in Argentina, so she says she was born here. Lower middle‑class respondents in Argentina often fear competition from foreign workers and tend to favor restrictive policies, especially when they have not had a job. She therefore selects a strict‑limits option.",True,True,True,"{""thinking"":""Born in Argentina, so she says she was born here. Lower middle‑class respondents in Argentina often fear competition from foreign workers and tend to favor restrictive policies, especially when they have not had a job. She therefore selects a strict‑limits option."",""Q263"":""I am born in this country"",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:43.994331
1043,Argentina,woman,secondary education,lower middle class,person who never had a job,Spanish; Castilian,Yes,I am born in this country,Place strict limits on the number of foreigners who can come here,Rather bad,Agree,Do not trust at all,I am born in this country,Place strict limits on the number of foreigners who can come here,"Born in Argentina, no immigrant status. Lower middle class, unemployed, secondary education, likely to favor strict limits on foreign workers to protect jobs.",True,True,True,"{
  ""thinking"": ""Born in Argentina, no immigrant status. Lower middle class, unemployed, secondary education, likely to favor strict limits on foreign workers to protect jobs."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:25:51.399752
1044,Argentina,man,higher education,lower middle class,clerical worker,Spanish; Castilian,Yes,I am born in this country,Let anyone come who wants to,"Neither good, nor bad",Disagree,Trust somewhat,I am born in this country,Let people come as long as there are jobs available,"An Argentine lower middle class clerical worker with higher education is likely born in the country and tends to favor a pragmatic approach to immigration that protects local job prospects, so he would support allowing foreigners only when jobs are available.",True,False,True,"{
  ""thinking"": ""An Argentine lower middle class clerical worker with higher education is likely born in the country and tends to favor a pragmatic approach to immigration that protects local job prospects, so he would support allowing foreigners only when jobs are available."",
  ""Q263"": ""I am born in this country"",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20b,1.0,2026-05-11T22:26:14.434707
