empirical_id,country,question,sex,education,class,occupation,political_ident,empirical,model,thinking,match,valid,raw_response,backend,model_name,temperature,timestamp
1024,Argentina,Q130,woman,higher education,working class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I think we should not let everyone in, that's too free. If we let people in only when jobs exist, that helps the economy without flooding the labor market. Strict limits feel too hard and may hurt our image. Prohibiting all would be too extreme. So I prefer letting people come as long as there are jobs available.",False,True,"{
  ""thinking"": ""I think we should not let everyone in, that's too free. If we let people in only when jobs exist, that helps the economy without flooding the labor market. Strict limits feel too hard and may hurt our image. Prohibiting all would be too extreme. So I prefer letting people come as long as there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:00:57.376651
1025,Argentina,Q130,woman,higher education,lower middle class,clerical worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,Let anyone come who wants to: I feel that would overwhelm the job market and hurt my chances.  Let people come as long as there are jobs available: That sounds balanced and fair.  Place strict limits on the number of foreigners who can come here: Too restrictive and could harm the economy.  Prohibit people coming here from other countries: Too extreme and unfair.,False,True,"{""thinking"":""Let anyone come who wants to: I feel that would overwhelm the job market and hurt my chances.  Let people come as long as there are jobs available: That sounds balanced and fair.  Place strict limits on the number of foreigners who can come here: Too restrictive and could harm the economy.  Prohibit people coming here from other countries: Too extreme and unfair."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:01.477797
1026,Argentina,Q130,man,low education,working class,skilled worker,far-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"I would not let everyone in because it would hurt local jobs and culture. I think we should allow foreigners only to a limited extent, protecting the working class. So I choose the option that places strict limits on the number of foreigners who can come here.",True,True,"{""thinking"":""I would not let everyone in because it would hurt local jobs and culture. I think we should allow foreigners only to a limited extent, protecting the working class. So I choose the option that places strict limits on the number of foreigners who can come here."",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:03.818439
1027,Argentina,Q130,woman,secondary education,working class,unskilled worker,far-right,Let people come as long as there are jobs available,Place strict limits on the number of foreigners who can come here,"I would not support open borders; as a working‑class, far‑right woman I worry about job competition and cultural change. I would be fine with some immigration if jobs exist, but I think the government should control numbers, not ban all. So the best fit is strict limits.",False,True,"{""thinking"":""I would not support open borders; as a working‑class, far‑right woman I worry about job competition and cultural change. I would be fine with some immigration if jobs exist, but I think the government should control numbers, not ban all. So the best fit is strict limits."",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:06.061002
1028,Argentina,Q130,woman,higher education,lower class,sales worker,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"As a lower class sales worker, I’m concerned about job competition, but I’m not an extremist. I’d prefer foreigners only if there are enough jobs. I’d not let anyone in without restrictions or ban them entirely.",False,True,"{""thinking"":""As a lower class sales worker, I’m concerned about job competition, but I’m not an extremist. I’d prefer foreigners only if there are enough jobs. I’d not let anyone in without restrictions or ban them entirely."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:09.728336
1029,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Option 1 is too open; Option 3 is too restrictive; Option 4 is extreme. As a center‑leaning, lower‑middle‑class worker in Argentina, I would favor allowing foreign workers only if the job market can absorb them, so option 2 fits my stance.",False,True,"{""thinking"":""Option 1 is too open; Option 3 is too restrictive; Option 4 is extreme. As a center‑leaning, lower‑middle‑class worker in Argentina, I would favor allowing foreign workers only if the job market can absorb them, so option 2 fits my stance."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:12.024414
1030,Argentina,Q130,man,secondary education,lower middle class,higher administrative,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,I think that allowing migrants only when there are jobs available protects local employment and maintains economic stability. Unlimited entry would strain resources and harm my community. Strict limits would be too harsh and could harm foreign relations. Prohibition would be extreme. So I support letting people come as long as there are jobs available.,False,True,"{""thinking"":""I think that allowing migrants only when there are jobs available protects local employment and maintains economic stability. Unlimited entry would strain resources and harm my community. Strict limits would be too harsh and could harm foreign relations. Prohibition would be extreme. So I support letting people come as long as there are jobs available."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:15.293994
1031,Argentina,Q130,woman,secondary education,lower middle class,sales worker,far-left,Place strict limits on the number of foreigners who can come here,Let anyone come who wants to,"I believe everyone has the right to move freely and seek better opportunities. Allowing anyone to come aligns with that principle. If I only let people in when jobs are available, it still imposes limits and could discriminate against many who need help. Strict limits would be unfair and undermine solidarity, while outright prohibition would be oppressive and immoral. Therefore, I would let anyone come who wants to.",False,True,"{""thinking"":""I believe everyone has the right to move freely and seek better opportunities. Allowing anyone to come aligns with that principle. If I only let people in when jobs are available, it still imposes limits and could discriminate against many who need help. Strict limits would be unfair and undermine solidarity, while outright prohibition would be oppressive and immoral. Therefore, I would let anyone come who wants to."",""Q130"":""Let anyone come who wants to""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:19.059141
1032,Argentina,Q130,man,higher education,upper middle class,professional or technical worker,far-right,Let people come as long as there are jobs available,Place strict limits on the number of foreigners who can come here,"I’m a far‑right, upper‑middle‑class professional in Argentina, so I want to protect jobs, culture and national sovereignty. I don’t think anyone should just be allowed in on a whim. I would want some control based on the labour market but not a complete free flow. That means strict limits on the number of foreigners, rather than a blanket ban or an open‑border policy. The job‑availability option feels too lax for my perspective, and a total prohibition feels too extreme. Therefore the most likely choice is to place strict limits.",False,True,"{""thinking"":""I’m a far‑right, upper‑middle‑class professional in Argentina, so I want to protect jobs, culture and national sovereignty. I don’t think anyone should just be allowed in on a whim. I would want some control based on the labour market but not a complete free flow. That means strict limits on the number of foreigners, rather than a blanket ban or an open‑border policy. The job‑availability option feels too lax for my perspective, and a total prohibition feels too extreme. Therefore the most likely choice is to place strict limits."",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:21.880425
1033,Argentina,Q130,woman,secondary education,lower middle class,unskilled worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I am a lower middle class worker in Argentina, so I care about job security but also understand the benefits of new workers if there are positions to fill. I’m centrist, not extreme, so I would not forbid immigration or impose harsh limits. I think people should be allowed to come, but only if jobs exist to avoid competition for my own limited opportunities.",False,True,"{""thinking"":""I am a lower middle class worker in Argentina, so I care about job security but also understand the benefits of new workers if there are positions to fill. I’m centrist, not extreme, so I would not forbid immigration or impose harsh limits. I think people should be allowed to come, but only if jobs exist to avoid competition for my own limited opportunities."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:24.700263
1034,Argentina,Q130,woman,secondary education,upper middle class,sales worker,center,Let anyone come who wants to,Let people come as long as there are jobs available,"I’m not a pro‑immigration activist; I worry about jobs for people like me. I think the government should allow foreign workers only if there are jobs that can’t be filled locally. That keeps the market balanced and protects our own job prospects. Letting anyone come without limits could hurt us, and a blanket ban is too extreme. So I’d support the option that ties immigration to job availability.",False,True,"{""thinking"":""I’m not a pro‑immigration activist; I worry about jobs for people like me. I think the government should allow foreign workers only if there are jobs that can’t be filled locally. That keeps the market balanced and protects our own job prospects. Letting anyone come without limits could hurt us, and a blanket ban is too extreme. So I’d support the option that ties immigration to job availability."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:27.648537
1035,Argentina,Q130,man,secondary education,upper middle class,semi-skilled worker,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"Option 1 (Let anyone come who wants to) seems too permissive and could lead to job competition without any safeguards, which I’m not fully comfortable with. Option 2 (Let people come as long as there are jobs available) balances openness with economic reality and aligns with a center‑left view that supports immigration but wants to protect local workers. Option 3 (Place strict limits on the number of foreigners who can come) feels overly restrictive and not necessary if job markets can accommodate newcomers. Option 4 (Prohibit people coming here from other countries) is too extreme and contradicts my center‑left stance. Therefore I would choose Option 2.",True,True,"{""thinking"":""Option 1 (Let anyone come who wants to) seems too permissive and could lead to job competition without any safeguards, which I’m not fully comfortable with. Option 2 (Let people come as long as there are jobs available) balances openness with economic reality and aligns with a center‑left view that supports immigration but wants to protect local workers. Option 3 (Place strict limits on the number of foreigners who can come) feels overly restrictive and not necessary if job markets can accommodate newcomers. Option 4 (Prohibit people coming here from other countries) is too extreme and contradicts my center‑left stance. Therefore I would choose Option 2."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:30.841461
1036,Argentina,Q130,woman,secondary education,working class,clerical worker,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to: I don't think that would be good for the workers like me, it could create more competition for jobs and push wages down. Let people come as long as there are jobs available: I think that is the right balance – we can welcome immigrants if there are real opportunities for employment, so our job market isn’t saturated. Place strict limits on the number of foreigners who can come here: I prefer some flexibility; too many limits could hurt the economy and trade. Prohibit people coming here from other countries: That seems too extreme and not fair to those who want to work and contribute. I lean toward allowing people to come only if there are jobs available.",False,True,"{""thinking"":""Let anyone come who wants to: I don't think that would be good for the workers like me, it could create more competition for jobs and push wages down. Let people come as long as there are jobs available: I think that is the right balance – we can welcome immigrants if there are real opportunities for employment, so our job market isn’t saturated. Place strict limits on the number of foreigners who can come here: I prefer some flexibility; too many limits could hurt the economy and trade. Prohibit people coming here from other countries: That seems too extreme and not fair to those who want to work and contribute. I lean toward allowing people to come only if there are jobs available."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:36.127524
1037,Argentina,Q130,man,secondary education,upper middle class,sales worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"Let anyone come who wants to feels too open, would risk unemployment and cultural conflict. Let people come as long as there are jobs available balances economy and integration, fits a centrist view. Place strict limits or prohibit are too restrictive for a center-leaning person.",True,True,"{""thinking"":""Let anyone come who wants to feels too open, would risk unemployment and cultural conflict. Let people come as long as there are jobs available balances economy and integration, fits a centrist view. Place strict limits or prohibit are too restrictive for a center-leaning person."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:38.740536
1038,Argentina,Q130,woman,secondary education,working class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I believe we shouldn't allow anyone to come in without considering job availability; it could hurt local workers. At the same time, I don't want a total ban. So if there are enough jobs, it's fine to let foreigners come.",False,True,"{
  ""thinking"": ""I believe we shouldn't allow anyone to come in without considering job availability; it could hurt local workers. At the same time, I don't want a total ban. So if there are enough jobs, it's fine to let foreigners come."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:41.688316
1039,Argentina,Q130,man,secondary education,lower middle class,semi-skilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I don't want to open the country to anyone regardless of jobs, as that could hurt local workers. I think the best is to allow immigrants only if jobs are available, balancing openness with job security. Strict limits or a complete ban seem too harsh for a centrist who wants some flexibility.",True,True,"{
  ""thinking"": ""I don't want to open the country to anyone regardless of jobs, as that could hurt local workers. I think the best is to allow immigrants only if jobs are available, balancing openness with job security. Strict limits or a complete ban seem too harsh for a centrist who wants some flexibility."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:44.049927
1040,Argentina,Q130,woman,higher education,lower middle class,professional or technical worker,center-left,Let anyone come who wants to,Let people come as long as there are jobs available,"I think we should be open to immigrants, but not to the point of overwhelming the job market. As a professional who cares about job security and economic stability, I would support letting people come only if there are jobs available. I’m not in favor of blanket bans or strict limits, and I definitely wouldn’t say everyone should be allowed without regard to the economy.",False,True,"{""thinking"":""I think we should be open to immigrants, but not to the point of overwhelming the job market. As a professional who cares about job security and economic stability, I would support letting people come only if there are jobs available. I’m not in favor of blanket bans or strict limits, and I definitely wouldn’t say everyone should be allowed without regard to the economy."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:46.162849
1041,Argentina,Q130,woman,higher education,lower middle class,person who never had a job,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I think we should let people come, but only if they can find jobs; that way we can avoid unemployment and protect the local workforce. Allowing anyone without checks would hurt my community, and strict limits feel too restrictive. So I would prefer a job‑based approach.",False,True,"{""thinking"":""I think we should let people come, but only if they can find jobs; that way we can avoid unemployment and protect the local workforce. Allowing anyone without checks would hurt my community, and strict limits feel too restrictive. So I would prefer a job‑based approach."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:48.314016
1043,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to: I think that would put too much pressure on my community and could hurt local workers. Let people come as long as there are jobs available: I believe we need a balance; if we have jobs that locals can't fill, it could be helpful, but we also want to protect our own job market. Place strict limits on the number of foreigners who can come here: That feels too harsh and might discourage people who could contribute. Prohibit people coming here from other countries: I think that is too extreme and would hurt our country in the long run. So I would support allowing people to come only if there are jobs available.",False,True,"{
  ""thinking"": ""Let anyone come who wants to: I think that would put too much pressure on my community and could hurt local workers. Let people come as long as there are jobs available: I believe we need a balance; if we have jobs that locals can't fill, it could be helpful, but we also want to protect our own job market. Place strict limits on the number of foreigners who can come here: That feels too harsh and might discourage people who could contribute. Prohibit people coming here from other countries: I think that is too extreme and would hurt our country in the long run. So I would support allowing people to come only if there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:01:50.987212
